Titre,URI de la circulaire,Identifiant unique de la circulaire,Type de document,Autres Références,Référence,Statut du texte,Lien vers le texte,Lien vers les annexes,Télécharger le document,Lien vers les annexes,Date de signature,Nature,Code SIAF,Date de signature ou de publication,Services administratifs concernés,Producteur(s),Date de modification,Date d'abrogation,Texte abrogatoire,Domaine archivistique,Contexte historique,Domaines (mots matières),Typologie documentaire,Domaines d'action,Modifie le(s) texte(s) suivant(s),Modifié par les textes suivants,Abroge le(s) texte(s) suivant(s)
Traitement et conservation des archives des chambres régionales et territoriales des comptes. (modification de la circulaire DGP/SIAF/2010/018 : NOR MCCC1026228C),https://francearchives.gouv.fr/circulaire/DGP_SIAF_2012_009,DGP_SIAF_2012_009,,,MCCC1230060C,en vigueur,,,https://francearchives.gouv.fr/file/98b2b6599a374cdd51bc939816889bfccd7cba05/static_6039.pdf,,,Circulaire,DGP/SIAF/2012/009,10/07/2012,France. Chambre régionale des comptes (région),CRC,,,,Circulaire de tri,,finances publiques,,,DGP_SIAF_2010_018,,
Note d'information relative à l'étude menée par le LNE sur l'évolution du marché du DVD ainsi que sur le marché des disques Blu-Ray pour l'archivage des données numériques,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2012_010,DGP_SIAF_2012_010,,,,ponctuel,,,https://francearchives.gouv.fr/file/26ea803e9393291549657ce59a2500cd5d98013a/DGP_SIAF_2012_010.pdf,https://francearchives.gouv.fr/file/5f281a39048987dcef88202816a5c8ade880552e/DGP_SIAF_2012_010_blue_ray.pdf; https://francearchives.gouv.fr/file/7dcaa3442fa0523d9ce45c30de42c532dc7defcb/DGP_SIAF_2012_010_evolution_DVD.pdf,,,DGP/SIAF/2012/010,30/08/2012,,,,,,Archivage numérique,,,,,,,
Etude statistique des demandes de dérogations aux règles de communicabilité des archives publiques formulées en 2011,https://francearchives.gouv.fr/circulaire/DGP_SIAF_AACR_2012_016,DGP_SIAF_AACR_2012_016,,,,ponctuel,,https://francearchives.fr/fr/article/38082,https://francearchives.gouv.fr/file/086f4146ffcd0fede3d71683ff1fb0dcf483160b/DGP_SIAF_AACR_2012_016.pdf,,,Note d'information,DGP/SIAF/AACR/2012/016,30/08/2012,,,,,,Communicabilité,,culture,,,,,
Note d'information relative à l'étude sur le format des fichiers PDF,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2012_011,DGP_SIAF_2012_011,,,,ponctuel,,,https://francearchives.gouv.fr/file/f734b53c138a69d2a899dcef36da70b69139a445/DGP_SIAF_2012_011.pdf,https://francearchives.gouv.fr/file/b5020ed208289b85ad9d032f68537a890fc740c3/DGP_SIAF_2012_011_Guide_methodologique.pdf,,,DGP/SIAF/2012/011,30/08/2012,,,,,,Archivage numérique,,,,,,,
"Tri et conservation des documents produits et reçus par les services du ministère de l'Écologie, du Développement durable et de l'Énergie (MEDDE) chargés de la mer et du littoral.",https://francearchives.gouv.fr/circulaire/DGP_SIAF_2012_013,DGP_SIAF_2012_013,,,MCCC1233879C,en vigueur,,,https://francearchives.gouv.fr/file/ba717a9aac78f8f82874efefb56ead966e8a0a4e/static_6273.pdf,,,Circulaire,DGP/SIAF/2012/013,03/10/2012,"Région. Direction régionale des affaires maritimes
Département. Direction départementale des affaires maritimes",,,,,Circulaire de tri,,environnement,,,AD_22680_5994; AD_96_1; AD_98_5,DGPA_SIAF_2025_008,
Sort des archives des établissements publics de coopération intercommunale et des syndicats mixtes dissous à la suite de l'application de la loi n°2012-1563 du 16 décembre 2010 de réforme des collectivités.,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2012_014,DGP_SIAF_2012_014,,,,en vigueur,,,https://francearchives.gouv.fr/file/da4349a15cc571b17ec323e4ddb9e14e1ae6a569/static_6260.pdf,,,Note d'information,DGP/SIAF/2012/014,30/10/2012,"Commune (département)
Établissement public intercommunal ; Dénomination (commune, département)",EPCI,,,,Circulaire de tri,,collectivité locale,,,,,
Note d’information DGP/SIAF/2012/015 en date du 12 novembre 2012 relative aux évolutions de l’outil de consultation du Thésaurus pour la description et l’indexation des archives locales,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2012_015,DGP_SIAF_2012_015,,,,ponctuel,,,https://francearchives.gouv.fr/file/fc45630e1a69a6cd962275cfbdd693653bface4b/DGP_SIAF_2012_015.pdf,,,,DGP/SIAF/2012/015 ,12/11/2012,,,,,,Description archivistique,,,,,,,
"Déploiement d'un système d'information de gestion de l'archivage (SIAM) par le secrétariat général du ministère de l'égalité des territoires et du logement et du ministère de l'écologie, du développement durable et de l'énergie",https://francearchives.gouv.fr/circulaire/DGP_SIAF_2012_016,DGP_SIAF_2012_016,"Circulaire du ministre de l'égalité des territoires et du logement et du ministre de l'écologie, du développement durable et de l'énergie",,DEVK1235247C,en vigueur,,,https://francearchives.gouv.fr/file/f8fa5f4fc08a2049b98dd2545aa5fd4b3696d66b/static_6295.pdf,https://francearchives.gouv.fr/file/1b49144e73196497c646fc243ef21a52ace9c42b/static_6296.pdf,21/11/2012,Note d'information,DGP/SIAF/2012/016,21/11/2012,"France. Ministère de l'égalité des territoires et du logement ; France. Ministère de l'écologie, du développement durable et de l'énergie",,,,,Ensemble des domaines,,équipement,,,,,
Elimination par les communes des CD-rom de la matrice cadastrale envoyés par la Direction générale des finances publiques,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2012_017,DGP_SIAF_2012_017,,,,en vigueur,,,https://francearchives.gouv.fr/file/6df11e53ab7d2227b171cbca7bdba1bc738f9e4b/static_6357.pdf,,,Note d'information,DGP/SIAF/2012/017,14/12/2012,Commune (département),,,,,Circulaire de tri,,finances publiques; cadastre,,,,,
Tri et conservation des archives des anciennes directions départementales des affaires sanitaires et sociales (DDASS),https://francearchives.gouv.fr/circulaire/DGP_SIAF_2013_001,DGP_SIAF_2013_001,,,MCCC1311025C,caduc,,,https://francearchives.gouv.fr/file/43018564281e139de1ea16c1c2fb15bfd69e78ee/static_6625.pdf,,,Circulaire,DGP/SIAF/2013/001,25/04/2013,Département. Direction départementales des affaires sanitaires et sociales ;,DDASS,,,,Circulaire de tri,,environnement; santé,,,,,
Externalisation des archives de Pôle emploi,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2013_002,DGP_SIAF_2013_002,Instruction de Pôle emploi,2012-1,,en vigueur,,,https://francearchives.gouv.fr/file/ad6325ad5f481ade6c40f30c462829cf014dd113/static_6655.pdf,https://francearchives.gouv.fr/file/a6343a9ab4aeedf5de795ce06cc1ff550467f7d9/static_7070.pdf; https://francearchives.gouv.fr/file/5f31f456a0184d512cbe671b029ed924fe8d6e12/static_7071.pdf; https://francearchives.gouv.fr/file/68e1ca1c6ad152c77fa735c2a48cddfc1eb69944/static_7072.pdf,06/01/2012,Note d'information,DGP/SIAF/2013/002,02/05/2013,"Pôle emploi (France). Direction régionale (région) ; Pôle emploi (France). Agence Dénomination (commune, département).",,,,,Circulaire de tri,,emploi,,,,,
Transfert de compétence des DIRECCTE vers l'AGEFIPH concernant les déclarations annuelles obligatoires d'emploi des travailleurs handicapés (DOETH),https://francearchives.gouv.fr/circulaire/DGP_SIAF_2013_003,DGP_SIAF_2013_003,,,,en vigueur,,,https://francearchives.gouv.fr/file/79ee64b576a329dc1d458660e4f8df9aff4debeb/static_6683.pdf,https://francearchives.gouv.fr/file/b43b7cdb5c2c3dd85a6dde9719e2a144f8f89385/static_6684.pdf,,Note d'information,DGP/SIAF/2013/003,03/06/2013,"Région. Direction régionale des entreprises, de la concurrence, de la consommation, du travail et de l'emploi ; Association de Gestion du Fonds pour l'Insertion Professionnelle des personnes Handicapées (France). Délégation régionale (commune, département).",,,,,Circulaire de tri,,emploi,,,,,
Archivage du dossier patient,https://francearchives.gouv.fr/circulaire/ANAP_2013,ANAP_2013,Politique d'archivage,,,en vigueur,https://anap.fr/s/article/numerique-publication-179,https://anap.fr/s/article/numerique-publication-180,https://francearchives.gouv.fr/file/66c27f8be766b395c1a96770b6fa1f4ec3b68651/AnapReglementationArchivageFichesSynthesef.pdf,,10/09/2013,,,10/09/2013,,,,,,Circulaire de tri,,santé,,,,,
Contrôle scientifique et technique (CST) exercé par les directeurs des archives départementales,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2013_005,DGP_SIAF_2013_005,,,,en vigueur,,,https://francearchives.gouv.fr/file/b0b0598e4c9ff8ba962e03a7a08bbd34ad8e9a15/static_7091.pdf,https://francearchives.gouv.fr/file/8b602743f472801e22306262704d1c11e57deeec/Arre%CC%82te%CC%81-delegation-dad_revu_2021004.docx; https://francearchives.gouv.fr/file/3bf80426837fc873ae4d8379666d87494d92ce04/CST_mesures%20simplification_annexe1_vd_20131113.pdf,,Mesures de simplification,DGP/SIAF/2013/005,31/10/2013,,,,,,Circulaire de tri,,administration,,,,,
"Tri et conservation des archives produites par les régions, les établissements publics régionaux et les organismes associés aux régions",https://francearchives.gouv.fr/circulaire/DGP_SIAF_2013_004,DGP_SIAF_2013_004,,,,en vigueur,,,https://francearchives.gouv.fr/file/76d0aaf62e672f5c90b92675ddaf1bbb290bb55c/static_7090.pdf,,,Préconisations,DGP/SIAF/2013/004,10/11/2013,Région. Conseil régional ;,,,,,Circulaire de tri,,collectivité locale,,,,,
Mesures de simplification relatives et à la conservation des dossiers individuels des agents publics,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2014_001,DGP_SIAF_2014_001,,,,en vigueur,,http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000026872215,https://francearchives.gouv.fr/file/4f5896dc046a62e3d339fc53d92bca8a878342c2/static_7336.pdf,,,Mesures de simplification,DGP/SIAF/2014/001,10/01/2014,,,,,,Circulaire de tri,,personnel,,,AD_94-6; AD_95-1; DPACI_RES_2009_018,,
Autoriser la destruction de documents sur support papier après leur numérisation. Quels critères de décision ?,https://francearchives.gouv.fr/circulaire/VADEMECUM_NUMERISATION_2014_03,VADEMECUM_NUMERISATION_2014_03,,,,en vigueur,,,https://francearchives.gouv.fr/file/bcf2f5fa57f4467e0f92a41adf64a748acac2ebc/Vademecum_dematerialisation_maj2021.pdf,,,Vade-mecum,,01/03/2014,,,,,,Circulaire de tri,,administration,,,DITN_DPACI_RES_2005_001,,
Récolement des archives communales à effectuer suite aux élections municipales des 23 et 30 mars 2014,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2014_002,DGP_SIAF_2014_002,,,,ponctuel,,,https://francearchives.gouv.fr/file/39c397ecb417d884826cacb916dc86d6a5f8db8c/static_7363.pdf,https://francearchives.gouv.fr/file/e26347d5ed10caaef4f2d718d0c9f80045c8c971/static_7364.pdf,,Préconisations,DGP/SIAF/2014/002,03/03/2014,"Commune (département) ; Établissement public intercommunal Dénomination (commune, département)",,,,,Circulaire de tri,,collectivité locale,,,,,
Gestion des archives de l'Etablissement français du sang (EFS),https://francearchives.gouv.fr/circulaire/DGP_SIAF_2014_004,DGP_SIAF_2014_004,,,,en vigueur,,,https://francearchives.gouv.fr/file/136b1857633c6bec756c2dadf05e237df3c0d328/static_7383.pdf,https://francearchives.gouv.fr/file/3a4f31ffd1e744cfcbdaf66359debfb088875542/static_7384.pdf,,Note d'information,DGP/SIAF/2014/004,17/03/2014,"Etablissement français du sang. Etablissement de transfusion sanguine Dénomination (commune, département)",,,,,Circulaire de tri,,santé,,,,,
Tri et conservation des archives des délégués des Défenseurs des droits,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2014_003,DGP_SIAF_2014_003,,,,en vigueur,,,https://francearchives.gouv.fr/file/c6294e8ae338db2d1b8a51342cde9d74d445b4c7/static_7382.pdf,,,Préconisations,DGP/SIAF/2014/003,18/03/2014,"France. Défenseur des droits. Délégué territorial (commune, département)",,,,,Circulaire de tri,,administration; justice,,conciliation,,,DPACI_RES_2008_005
Note du 24 mars 2014 relative à la gestion des dossiers administratifs de proximité des magistrats ,https://francearchives.gouv.fr/circulaire/NOR_JUSB1408241N,NOR_JUSB1408241N,,,NOR : JUSB1408241N,en vigueur,http://www.textes.justice.gouv.fr/art_pix/JUSB1408241N.pdf,,https://francearchives.gouv.fr/file/9dc34e9835d86c7549edf2e01f6a4ea8f17aa534/NOR_JUSB1408241N.pdf,,,,,24/03/2014,,,,,,Circulaire de tri,,justice,,,,,
"Cadre méthodologique pour l'évaluation, la sélection et l'échantillonnage des archives publiques",https://francearchives.gouv.fr/circulaire/CADRE_METHODO_2014_07,CADRE_METHODO_2014_07,,,,en vigueur,,http://www.gouvernement.fr/cadre-methodologique-archives-france,https://francearchives.gouv.fr/file/5f01f41db3790b5201ff6c29413c16521a57ccf6/static_7742.pdf,,,Cadre méthodologique,,01/07/2014,,,,,,Circulaire de tri,,culture,,,http://www.archivesdefrance.culture.gouv.fr/gerer/records-management-et-collecte/chrono-circulaires/,,
Note d'information DGP/SIAF/2014/005 du 8 juillet 2014 relative à la journalisation des événements,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2014_005,DGP_SIAF_2014_005,,,,en vigueur,,,https://francearchives.gouv.fr/file/1cd50207ace5a90ffb380ece6eaeb53b0dc6f329/DGP_SIAF_2014_005.pdf,,,,DGP/SIAF/2014/005,08/07/2014,,,,,,Archivage numérique,,,,,,,
Tri et conservation des archives produites par les communes et structures intercommunales dans leurs domaines d'activité spécifiques,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2014_006,DGP_SIAF_2014_006,,,,en vigueur,,,https://francearchives.gouv.fr/file/a6644b65c9b5a7867aa8667fae67a23ff2473948/static_8845.pdf,,,Préconisations,DGP/SIAF/2014/006,22/09/2014,"Commune (département) ; Établissement public intercommunal Dénomination (commune, département)",,,,,Circulaire de tri,,collectivité locale,,,,DGPA_SIAF_2023_010,AD_93_1
"Note d'information relative à la  mise en œuvre d'un environnement de création, de gestion et de diffusion de vocabulaires (listes d'autorité, thésaurus, terminologies)",https://francearchives.gouv.fr/circulaire/DGP_SIAF_2014_007,DGP_SIAF_2014_007,,,,ponctuel,,,https://francearchives.gouv.fr/file/720dbf0bd1d5e6966d200c086a546428e3d266a5/DGP_SIAF_2014_007.pdf,,,,DGP/SIAF/2014/007,07/10/2014,,,,,,Description archivistique,,,,,,,
Tri et conservation des dossiers de demande de cartes nationales d'identité,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2015_001,DGP_SIAF_2015_001,,,,en vigueur,,,https://francearchives.gouv.fr/file/e887a97b4e69a5dcde09550e2d582c0f8b48c67b/static_8015.pdf,,,Note d'information,DGP/SIAF/2015/001,23/01/2015,Département. Préfecture ;,,,,,Circulaire de tri,,police administrative,,,AD_94_7,,
Note d'information relative  au traitement des archives numériques d’architectes,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2015_002,DGP_SIAF_2015_002,,,,en vigueur,,,https://francearchives.gouv.fr/file/eb164cde7782493f93ba319d09c5979838067557/DGP_SIAF_2015_002.pdf,,,, DGP/SIAF/2015/002,04/02/2015,,,,,,Archivage numérique,,architecture,,,,,
Publication de la Politique d'archivage du réseau de la Banque de France,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2015_003,DGP_SIAF_2015_003,,,,en vigueur,,,https://francearchives.gouv.fr/file/94c87d68be0ba53db16bc73fa571de8b540d9322/static_8451.pdf,https://francearchives.gouv.fr/file/4e7aa4335e4fb6a6cf5dd3e0da53d009012ba9b5/static_8452.pdf,,Note d'informations,DGP/SIAF/2015/003,09/07/2015,,,,,,Circulaire de tri,,finances publiques,,,,,
Archives des délégations territoriales du Conseil national des activités privées de sécurité (CNAPS),https://francearchives.gouv.fr/circulaire/DGP_SIAF_2015_004,DGP_SIAF_2015_004,,DGP/SIAF/2015/004,,en vigueur,,,https://francearchives.gouv.fr/file/607397d830dd2af45479fc2fcac8832aec2aeb63/CNAPS_circulaire_DGP_SIAF_2015_004.pdf,,25/09/2015,Instruction,DGP/SIAF/2015/004,25/09/2015,"Conseil national des activités privées de sécurité. Délégation territoriale Dénomination (commune, département).",CNAPS,,,,Circulaire de tri,,police administrative,,,,,
Cadre stratégique commun de modernisation des archives,https://francearchives.gouv.fr/circulaire/CADRE_MODERNISATION,CADRE_MODERNISATION,5815/SG,,PRMX1523864C,en vigueur,http://circulaires.legifrance.gouv.fr/pdf/2015/10/cir_40093.pdf,,,,07/10/2015,Circulaire,,07/10/2015,,,,,,Circulaire de tri,,administration,,,,,
Gestion des archives des monuments historiques dans les directions régionales des Affaires culturelles (DRAC),https://francearchives.gouv.fr/circulaire/GUIDE_2015_12_18,GUIDE_2015_12_18,,,,en vigueur,,,https://francearchives.gouv.fr/file/9e5a276df12cdd738f162ed4df38f06445df0b57/static_8776.pdf,,,Guide,sans référence,18/12/2015,Région. Direction régionale des affaires culturelles,DRAC ; CRMH,,,,Circulaire de tri,,culture,,,,,
Versement de la matrice cadastrale de l'année 2004 aux services départementaux d'archives,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2016_001,DGP_SIAF_2016_001,,,,abrogée,,,https://francearchives.gouv.fr/file/d93b838a631369f6d05258a429621f48664dfe2e/static_8843.pdf,,,Note d'information,DGP/SIAF/2016/001,12/01/2016,,,,,,Circulaire de tri,,finances publiques; cadastre,,,,DGPA_SIAF_2023_016,
Note du ministère de l'Intérieur relative à la saisine par voie électronique (SVE) avec une annexe sur l'archivage des documents reçus au titre d'une SVE,https://francearchives.gouv.fr/circulaire/n_16_002077_D,n_16_002077_D,,n°16-002077-D,,en vigueur,,,https://francearchives.gouv.fr/file/6a5e86ea548c1c4f1ca6784949515b73e6a8033e/n_16_002077_D.pdf,,,,,12/02/2016,,,,,,Dématérialisation,,,,,,,
Note d'information relative à la publication de la version 2.0 du standard d'échange de données pour l'archivage,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2016_004,DGP_SIAF_2016_004,,,,en vigueur (partiellement abrogée / modifiée),,,https://francearchives.gouv.fr/file/0df569325752e86ce01abf46ea30416234071b6d/DGP_SIAF_2016_004.pdf,,,,DGP/SIAF/2016/004,19/02/2016,,,,,,Archivage numérique,,,,,,,
Note d’information Projet OCTAVE (Outil de Constitution et de Traitement Automatisé des Versements Électroniques),https://francearchives.gouv.fr/circulaire/DGP_SIAF_2016_003,DGP_SIAF_2016_003,,,,ponctuel,,,,https://francearchives.gouv.fr/file/cfedb5f1038405b91dd62cfce591dc03a154905d/DGP_SIAF_2016_003.pdf,,,DGP/SIAF/2016/003,25/02/2016,,,,,,Archivage numérique,,,,,,,
Aide de l'Etat aux collectivités territoriales et à leurs groupements en faveur de leurs bâtiments d'archives,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2016_005,DGP_SIAF_2016_005,,,NOR : MCCC1067812C ,en vigueur,,,https://francearchives.gouv.fr/file/35d1552f9cf6f7ca9d6f4fc96e84ee7cebf886ac/cir_40739.pdf,https://francearchives.gouv.fr/file/57eeae4e898827fba1fb91aa363bacbc7a20a544/circ_2004_004_20040220.pdf,,Circulaire,DGP/SIAF/2016/005,21/03/2016,,,,,,Bâtiment d'archives,,culture,,,,,
L'informatique en nuage (cloud computing),https://francearchives.gouv.fr/circulaire/DGP_SIAF_2016_006,DGP_SIAF_2016_006,,,MCCC1614354C,caduc,,,,,,Note d'information,DGP/SIAF/2016/006,06/04/2016,,,,,"Loi 2020-1525 du 7 décembre 2020 qui a modifié la définition des trésors nationaux, portée par l'article LIII-1 du code du patrimoine",Circulaire de tri,,administration; collectivité locale,,,,,
Gestion des archives de la gendarmerie nationale,https://francearchives.gouv.fr/circulaire/GEND_CAB_30337,GEND_CAB_30337,Protocole,,,en vigueur,,,https://francearchives.gouv.fr/file/3ba886ffe4be5e0aaa152541368517adbd5efbcc/static_8988.pdf,,08/04/2016,Protocole,,08/04/2016,,,,,,Circulaire de tri,,gendarmerie; police,,,,,
Modification de l'instruction DPACI/RES/2009/019 du 10 août 2009 relative au traitement des archives produites et reçues par les juridictions administratives de droit commun,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2016_007,DGP_SIAF_2016_007,,,,en vigueur,,,https://francearchives.gouv.fr/file/b8319b48b0f104c59dae0cb6960cd965a45893f5/static_9187.pdf,,,Préconisations de sélection et de conservation,DGP/SIAF/2016/007,12/07/2016,,,,,,Circulaire de tri,,justice,,,,,
Politique et cartographie des actions menées par les Archives de France en matière d’archivage numérique,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2016_002,DGP_SIAF_2016_002,,,,ponctuel,,,https://francearchives.gouv.fr/file/8dcb374e2897463a5ef076b6acb0d8a0c31650d0/DGP_SIAF_2016_002.pdf,,,,DGP/SIAF/2016/002,22/07/2016,,,,,,Archivage numérique,,,,,,,
Registres matricules des classes 1941 à 1948,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2017_001,DGP_SIAF_2017_001,,,,ponctuel,,,https://francearchives.gouv.fr/file/a4ee48ad1d31eab6be5c8634fbe147d785c8e9cb/static_9486.pdf,,,Note d'information,DGP/SIAF/2017/001,20/01/2017,"France. Centre du service national
France. Bureau du service national (commune, département)",,,,,Circulaire de tri,Guerre 1939-1945,armée,registre matricule,,,,
"Mesures de simplification relatives à la conservation des pièces comptables et pièces justificatives des comptes par l’ordonnateur dans les collectivités territoriales, leurs groupements, leurs établissements et les établissements publics de santé",https://francearchives.gouv.fr/circulaire/DGP_SIAF_2017_002,DGP_SIAF_2017_002,,,,en vigueur,,,https://francearchives.gouv.fr/file/a218dfa1f1ec48eabff0044796b9d96e7d8f1d8c/DGP_SIAF_2017_002_ORC.pdf,,,Mesures de simplification,DGP/SIAF/2017/002,30/06/2017,,,,,,Circulaire de tri,,finances publiques; collectivité locale,,,,,
Note d'information relative au rôle des directeurs des services départementaux d'archives en chef-lieu de région en matière de contrôle scientifique et technique (CST),https://francearchives.gouv.fr/circulaire/DGP_SIAF_2017_003,DGP_SIAF_2017_003,,,,en vigueur,,,https://francearchives.gouv.fr/file/c020a33840229b63e645cfa285d9c4a0da723fcb/DGP_SIAF_2017_003_CST.pdf,,,Note d'information,DGP/SIAF/2017/003,04/09/2017,,,,,,Circulaire de tri,,,,,,,
Note d'information relative à la gestion des archives des établissements et services de la protection judiciaire de la jeunesse : une mémoire pour demain,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2018_002,DGP_SIAF_2018_002,,,,en vigueur,,,https://francearchives.gouv.fr/file/e6a96e9eb6f3aea75684914b15a0ace492576fba/DPJJ_archives_note_Vdef.pdf,,,,,30/01/2018,,,,,,Elimination,,justice,,,,,
Note d'information relative à la durée d'utilité administrative des pièces justificatives des comptes et des dossiers de marchés publics,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2018_003,DGP_SIAF_2018_003,Note d'information,,,en vigueur,,,https://francearchives.gouv.fr/file/d36d79c6eb1b3704756b6f16b62dce016ad9d0b3/DGP_SIAF_2018_003.pdf,,,,DGP/SIAF/2018/003,31/01/2018,,,,,,Circulaire de tri,,finances publiques,,commande publique,,,
Instruction portant sur l'archivage des documents fiscaux relatifs aux redevables professionnels détenus par les services des impôts des entreprises,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2018_004,DGP_SIAF_2018_004,,,,en vigueur,,,https://francearchives.gouv.fr/file/d8a15fa5de208a54e40af4a571ad62af8150a059/DGP_SIAF_2018_004.pdf,https://francearchives.gouv.fr/file/af90c633beac5f809f7477afac9a6914e5f97da7/Annexe_1_2_note_DGFIP_tableaugestion.pdf; https://francearchives.gouv.fr/file/9f6593cf0cd6bfbab093081d5f2d19b19ebabe41/Annexe_3_exemple_bordereau_elimination_DGFiP.pdf,,Instruction,DGP/SIAF/2018/004,20/02/2018,,,,,,Circulaire de tri,,finances publiques,,,DGP_SIAF_2011_020,,
Archives des tribunaux de commerce et des tribunaux de l’ordre judiciaire à compétence commerciale et notamment au registre du commerce et des sociétés,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2018_005,DGP_SIAF_2018_005,,,,en vigueur,,,https://francearchives.gouv.fr/file/89bf89f28151d0a6db9c11cf4ac7dea67566f8c2/DGP_SIAF_2018_005_tribunaux_de_commerce.pdf,,,Préconisations relatives à la sélection,DGP/SIAF/2018/005,21/02/2018,,,,,,Circulaire de tri,,justice; économie,,,DPACI/RES/2008/014,,
Note d'information concernant l'instruction du 9 avril 2018 relative à la gestion documentaire et à l'archivage des documents et données de Pôle emploi,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2018_006,DGP_SIAF_2018_006,,,,abrogée,,,https://francearchives.gouv.fr/file/686c8909cd961b6cf089f38053e6593e7daf808a/Note_DGP_SIAF_2018_006_VD.pdf,https://francearchives.gouv.fr/file/ad356b9e9a1ff71a31adf9dd0694d799ea507fe5/Instruction_PE_2018_12_v082018.pdf,,Note d'information,DGP/SIAF/2018/006,01/06/2018,,,,,,Circulaire de tri,,emploi,,,DGP_SIAF_2011_023,DGPA_SIAF_2023_007; DGP_SIAF_2019_001,
"Instruction relative à l'apurement de la situation des archives des TASS, TCI et CDAS en vue de la mise en œuvre de la réforme des juridictions sociales",https://francearchives.gouv.fr/circulaire/DGP_SIAF_2018_007,DGP_SIAF_2018_007,,SGMCAS/SG/DSJ/SIAF/2018/172 ,SSAZ1819875J,en vigueur,,,https://francearchives.gouv.fr/file/4199ef4a7455a7e812849c639e2e45f9434e3257/DGP_SIAF_2018_007.pdf,,,Instruction,DGP/SIAF/2018/007,16/07/2018,,,,,,Circulaire de tri,,protection sociale; justice,,,DGP_SIAF_2011_012,,
Note d’information concernant la mise à jour de l’instruction du 9 avril 2018 relative à la gestion documentaire et à l’archivage des documents et données de Pôle emploi,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2019_001,DGP_SIAF_2019_001,,,,en vigueur (partiellement abrogée / modifiée),,,https://francearchives.gouv.fr/file/e509f10391fe2fbe8bdacab9af5829af9363af5f/DGP_SIAF_2019_001.pdf,https://francearchives.gouv.fr/file/300a765f4269041b96712a7707bf823704a487d4/Instruction_PE_2018_12_v052019.pdf; https://francearchives.gouv.fr/file/a8885943eb8a907cc8315593a08bcd610dfa7a6d/Presentation_evolutions_tableau_2019.pdf,,Note d'information,DGP/SIAF/2019/001,17/06/2019,,,,,,Circulaire de tri,,emploi,,,,DGPA_SIAF_2023_007,DGP_SIAF_2018_006
Note d'information sur l'éducation artistique et culturelle dans les archives,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2019_003,DGP_SIAF_2019_003,,,,ponctuel,,,https://francearchives.gouv.fr/file/3e35c0ab16dfe23923ddbe9742a170e28ef52834/Note%20DGP-SIAF-2019-003.pdf,,,Note d'information,DGP/SIAF/2019/003,27/09/2019,,,,,,Action culturelle et pédagogique,,culture; enseignement,,,,,
 Circulaire relative aux impacts de la réforme de la prescription en matière pénale sur les archives des juridictions de l’ordre judiciaire,https://francearchives.gouv.fr/circulaire/DGP_SIAF_2019_004,DGP_SIAF_2019_004,,,,en vigueur,,,https://francearchives.gouv.fr/file/244743fb54317acb25d7a4ed8ffb298141f385d9/DGP_SIAF_2019_004.pdf,https://francearchives.gouv.fr/file/c4d6d1c4ca6f21b2485a7535dc715d9d9364c604/DGP_SIAF_2019_004_TG_consolide_CA.pdf; https://francearchives.gouv.fr/file/e52dd61c17cdfd1952d3110f9f1f5da47d8464ab/DGP_SIAF_2019_004_TG_consolide_TJ.pdf; https://francearchives.gouv.fr/file/f7de97cebcb0671ebb55f6a7da3965e7f8a59cd3/DGP_SIAF_2019_004_TG_consolide_cour_assises.pdf; https://francearchives.gouv.fr/file/38fd4c3fde8b0a860f4119972ef717ce69308681/DGP_SIAF_2019_004_outil_methodologique.pdf,25/09/2019,Circulaire,DGP/SIAF/2019/004,07/10/2019,,,,,,Circulaire de tri,,justice,,,DPACI_RES_2003_009; DPACI_RES_2008_011; DPACI_RES_2009_015,,
