Titre,URI de la circulaire,Identifiant unique de la circulaire,Type de document,Autres Références,Référence,Statut du texte,Lien vers le texte,Lien vers les annexes,Télécharger le document,Lien vers les annexes,Date de signature,Nature,Code SIAF,Date de signature ou de publication,Services administratifs concernés,Producteur(s),Date de modification,Date d'abrogation,Texte abrogatoire,Domaine archivistique,Contexte historique,Domaines (mots matières),Typologie documentaire,Domaines d'action,Modifie le(s) texte(s) suivant(s),Modifié par les textes suivants,Abroge le(s) texte(s) suivant(s)
"""Bulletins d'état-civil"" versés par l'Institut national de la statistique et des études économiques (INSEE). Autorisation de destruction",https://francearchives.gouv.fr/circulaire/AD_6192_3602,AD_6192_3602,,,,en vigueur,,,https://francearchives.gouv.fr/file/f6f289febb82b1cffe75fe0d2764d6d48769ac99/AD_6192_3602.pdf,,,Note,AD 6192/3602,18/04/1975,Institut national de la statistique et des études économiques (France). Direction régionale (chef-lieu de région),INSEE,,,,Circulaire de tri,,population,,,,,
Versement aux Archives départementales des archives des établissements pénitentiaires,https://francearchives.gouv.fr/circulaire/AD_7469_4284,AD_7469_4284,Circulaire du ministre de la justice,H 318,,abrogée,,,https://francearchives.gouv.fr/file/6800b4bcc35038c139fd8a6f33df12eb18ab950b/AD_7469_4284.pdf,,25/04/1975,Note,AD 7469/4284,09/05/1975,"France. Etablisssement pénitentiaire Dénomination (commune, département)",,,04/07/1985,AD_85_2|,Circulaire de tri,,justice,,,,,
Archivage des fichiers informatiques de l'Institut national de la statistique et des études économiques (INSEE),https://francearchives.gouv.fr/circulaire/167_910,167_910,Note du directeur général de l'Institut national de la statistique et des études économiques (INSEE),167-910,,caduc,,,,,14/05/1975,,,14/05/1975,Institut national de la statistique et des études économiques (France). Direction régionale (chef-lieu de région),INSEE,,,,Circulaire de tri,,population,,,,,
Versement aux Archives départementales des calques-clichés de reproductions de plans cadastraux périmés,https://francearchives.gouv.fr/circulaire/AD_17521_6187,AD_17521_6187,,,,caduc,,,https://francearchives.gouv.fr/file/e4070da63fce7cd80645fba75d98d1a15b97502f/AD_17521_6187.pdf,,,Note,AD 17521/6187,15/07/1975,France. Direction générale des Impôts (Service du cadastre),DGI,,,,Circulaire de tri,,finances publiques; cadastre,plan cadastral,,,,
Nouveau cadre de classement des séries modernes des archives communales,https://francearchives.gouv.fr/circulaire/AD_19544_7354,AD_19544_7354,,,,abrogée,,,https://francearchives.gouv.fr/file/c1bf835443d75780d90539d8c4d101539847edef/AD_19544_7354.pdf,,,Note,AD 19544/7354,11/09/1975,Commune. (département) Archives communales,,,,,Circulaire de tri,,collectivité locale; culture,,,,,
Délai de conservation des dossiers d'aide à l'hôtellerie et à l'industrialisation versés par les directions départementales de la concurrence et des prix,https://francearchives.gouv.fr/circulaire/AD_75_3,AD_75_3,,,,en vigueur,,,https://francearchives.gouv.fr/file/3fb94a8d6692c08e5c9e4ef0fe733cec5effa58a/static_1000.pdf,,,Circulaire,AD 75-3,15/09/1975,Département. Direction départementale de la concurrence et des prix,DDCP,,,,Circulaire de tri,,économie,,financement,,,
Archives des réquisitions de la guerre 1939-1945 : versement dans les archives départementales,https://francearchives.gouv.fr/circulaire/AD_6791_4223,AD_6791_4223,,,,caduc,,,https://francearchives.gouv.fr/file/83b68aad51332be910e7ad04356adfe520c8fb83/AD_6791_4223.pdf,,,Note,AD 6791/4223,28/04/1976,,,,,,Circulaire de tri,Guerre 1939-1945,guerre,,,,,
Livrets et carnets de circulation des nomades : intérêt historique et versement aux archives départementales,https://francearchives.gouv.fr/circulaire/AD_76_2,AD_76_2,,,,en vigueur,,,https://francearchives.gouv.fr/file/21f94aa4eedf240f512fdddf0e9d1d1f71fece45/static_797.pdf,,,Circulaire,AD 76-2,12/05/1976,"Département. Préfecture
Département. Sous-préfecture (commune)",,31/12/1979,,,Circulaire de tri,,population; police administrative,titre de circulation,,AD_70_3,AD_79_6,
"Archives des directions départementales de l'action sanitaire et sociale : visa d'élimination pour les ""certificats de santé""",https://francearchives.gouv.fr/circulaire/AD_10661_6068,AD_10661_6068,Circulaire du ministre de la santé (direction générale de la santé),DGS/705/PME 2,,en vigueur,,,https://francearchives.gouv.fr/file/ccf036b56ab1cd99b743b7119c8c1d480731ae84/AD_10661_6068.pdf,,23/06/1976,Note,AD 10661/6068,15/07/1976,Département. Direction des affaires sanitaires et sociales,DDASS,,,,Circulaire de tri,,protection sociale; santé,,,,,
Nouveau cadre de classement des archives modernes des villes de plus de 30 000 habitants,https://francearchives.gouv.fr/circulaire/AD_13110_6941,AD_13110_6941,,,,caduc,,,https://francearchives.gouv.fr/file/efd2a4f85619026e201f02a4016700fb7c84b9e2/AD13110-6941_6_septembre_1976.pdf,,,,AD 13110/6941,06/09/1976,,,,,,,,,,,,,
Définition et utilisation du répertoire des fonctions et du cadre de classement des documents et archives de l'administration centrale du ministère de l'éducation nationale,https://francearchives.gouv.fr/circulaire/76_364,76_364,Circulaire du ministre de l'éducation nationale,76-364,,abrogée,,,,,25/10/1976,,,25/10/1976,France. Ministère de l'éducation nationale,,,,,Circulaire de tri,,administration; enseignement,,,,,
Versement aux archives départementales des fichiers électoraux manuels,https://francearchives.gouv.fr/circulaire/AD_6251_2257,AD_6251_2257,,,,abrogée,,,https://francearchives.gouv.fr/file/198694f62182bebee758fe6e05cd3d2239c27339/static_819.pdf,,,Note,AD 6251/2257,24/03/1978,Institut national de la statistique et des études économiques (France). Direction régionale (chef-lieu de région),,,,,Circulaire de tri,,population; élection,,,,,
Modification des articles 1 et 2 de la circulaire AD 68-10 du 25 octobre 1968 relative à la conservation des dossiers d'impôt sur le revenu dans les archives départementales,https://francearchives.gouv.fr/circulaire/AD_78_3,AD_78_3,,,,abrogée,,,https://francearchives.gouv.fr/file/8c14d36d000416f1c4d0f9898a9cdb7ae069472e/AD_78_3.pdf,,,Circulaire,AD 78-3,28/04/1978,France. Direction générale des impôts (Services déconcentrés),DGI,,13/02/1989,AD_89_1|,Circulaire de tri,,finances publiques,,,,,
Versement du fichier FINATO/RIVOLI,https://francearchives.gouv.fr/circulaire/AD_2045_1210,AD_2045_1210,,,,en vigueur,,,https://francearchives.gouv.fr/file/226837122d352133a0c1b9d5a460ee82a5bcb0ef/AD_2045_1210.pdf,,,Note,AD 2045/1210,15/02/1979,France. Direction générale des Impôts (Service du cadastre),DGI,,,,Circulaire de tri,,finances publiques; cadastre,,,,,
Versement des archives du recensement général agricole,https://francearchives.gouv.fr/circulaire/AD_17541_9487,AD_17541_9487,,,,caduc,,,,,,Note,AD 17541/9487,18/12/1979,Département. Service départemental des statistiques agricoles,,12/02/2004,,,Circulaire de tri,,agriculture,statistique,recensement,ARRETE_1921_07_01,DPACI_RES_2004_004,
Traitement des documents des archives départementales postérieurs au 10 juillet 1940,https://francearchives.gouv.fr/circulaire/AD_79_6,AD_79_6,,,,en vigueur (partiellement abrogée / modifiée),,,https://francearchives.gouv.fr/file/21ac274109d3a65e092e219dadbf95532771cca6/static_1091.pdf,,,Circulaire,AD 79-6,31/12/1979,Département. Archives départementales,,,,,Circulaire de tri,,collectivité locale; culture,,,AD_10164_6326; AD_3651_2476; AD_76_2,,AD_66_13
Application de la loi du 17 juillet 1978 dite loi CADA,https://francearchives.gouv.fr/circulaire/AD_12323_5682,AD_12323_5682,,,,en vigueur,,,https://francearchives.gouv.fr/file/fa19cb335c3213a26e36f9122eb1dc5582dbe889/AD-12323-5682.pdf,,,Note,AD 12323/5682,08/07/1980,,,,,,Communicabilité,,culture,,,,,
Conservation aux Archives départementales des archives des services extérieurs du ministre de l'environnement et du cadre de vie et du ministre des transports,https://francearchives.gouv.fr/circulaire/AD_13016_5988,AD_13016_5988,Circulaire du ministre de l'environnement et du cadre de vie et du ministre des transports diffusée aux services départementaux d'archives,80-58,,en vigueur (partiellement abrogée / modifiée),,,,,17/04/1980,Note,AD 13016/5988,22/07/1980,Département. Direction départementale de l'équipement,DDE,16/11/1987,,,Circulaire de tri,,environnement; équipement,,,ARRETE_1921_07_01,AD_22136_6024; AD_98_5,
Versement des archives de l'enseignement : écoles normales d'instituteurs et d'institutrices,https://francearchives.gouv.fr/circulaire/AD_18460_8400,AD_18460_8400,Circulaire du ministre de l'éducation nationale(sauvegarde du patrimoine éducatif des écoles normales d'instituteurs et d'institutrices),80-352,,abrogée,,,https://francearchives.gouv.fr/file/41745175fa72a20f6c463cf2474738e4ed29e65a/static_996.pdf,,21/08/1980,Note,AD 18460/8400,30/10/1980,"École normale (commune, département)",,,22/02/2005,DPACI_RES_2005_003|,Circulaire de tri,,enseignement,,,,,
Versement des archives du recensement général de la population de 1975,https://francearchives.gouv.fr/circulaire/AD_5202_2765,AD_5202_2765,,,,caduc,,,https://francearchives.gouv.fr/file/a4073e85154a877cbbc586defe0df3f69d8166c4/AD_5202_2765.pdf,,,Note,AD 5202/2765,26/03/1981,Institut national de la statistique et des études économiques (France). Direction régionale (chef-lieu de région),INSEE,,,,Circulaire de tri,,population,liste nominative,,,,
Versement des archives du recensement général de la population de 1975,https://francearchives.gouv.fr/circulaire/AD_5201_2764,AD_5201_2764,,,,caduc,,,https://francearchives.gouv.fr/file/a3328dd9a3b42908535c682b5fa41fc17121454d/AD_5201_2764.pdf,,,Note,AD 5201/2764,26/03/1981,Institut national de la statistique et des études économiques (France). Direction régionale (chef-lieu de région),INSEE,,,,Circulaire de tri,,population,liste nominative,,,,
Enquêtes des directions régionales de l'Institut national de la statistique et des études économiques (INSEE),https://francearchives.gouv.fr/circulaire/AD_8229_4186,AD_8229_4186,,,,abrogée,,,https://francearchives.gouv.fr/file/bb0294e50a8ac56b4c2e6beeb12740b1b8962979/AD_8229_4186.pdf,,,Note,AD 8229/4186,08/05/1981,Institut national de la statistique et des études économiques (France). Direction régionale (chef-lieu de région),INSEE,,05/03/1989,AD_89_2|,Circulaire de tri,,population,questionnaire d'enquête,,,,
Dispositions relatives aux archives de la cour de sûreté de l'État supprimée par la loi n°81/737 du 4 août 1981,https://francearchives.gouv.fr/circulaire/JUSTICE_1981_08_13,JUSTICE_1981_08_13,Arrêté du ministre de la justice,sans référence,,caduc,,,,,13/08/1981,,,13/08/1981,France. Cour de sûreté de l'État (1963-1981),,,,,Circulaire de tri,,justice,,,,,
Archives des douanes + Annexe IV à l'instruction : liste des documents à éliminer à l'expiration d'un délai déterminé,https://francearchives.gouv.fr/circulaire/81_S_123,81_S_123,Circulaire-cadre du ministère des finances,81-S-123,,en vigueur,,,https://francearchives.gouv.fr/file/deae870eb2571872be8b852c3976ce1ef849fd41/instruction_cadre_douanes_81_s_123.pdf,https://francearchives.gouv.fr/file/0acbd5a99da59ab290cabc62c99a2827a0bf4d53/annexe_4_tableau_gestion.pdf; https://francearchives.gouv.fr/file/2c2f469ef3a55e72a5297303069618673fcf841a/annexes_1_2_3_5.pdf,28/09/1981,,,28/09/1981,France. Direction générale des douanes et droits indirects. Recette des douanes (commune siège de la recette),DGDDI,,,,Circulaire de tri,,finances publiques,,,,,
Délais de conservation des fiches-comptes,https://francearchives.gouv.fr/circulaire/81_150_A1,81_150_A1,Instruction du ministre des finances (direction de la comptabilité publique),81-150-A1,,abrogée,,,,,12/10/1981,,,12/10/1981,France. Direction générale de la Comptabilité publique.,DGCP,21/10/1986,,,Circulaire de tri,,finances publiques,pièce comptable,,,FINANCES_86_126_V9,
Instruction sur la communication des registres matricules du recrutement et des dossiers de justice militaire,https://francearchives.gouv.fr/circulaire/AD_81_1,AD_81_1,,,,en vigueur,,,https://francearchives.gouv.fr/file/a4f915cfe3ee8ba80340660293ee012c6d2da953/AD-81-1.pdf,,,Circulaire,AD 81 - 1,03/11/1981,,,,,,Communicabilité,,guerre; justice; armée,,,,,
Archives communales. Conservation du Journal officiel sous forme microfilmée,https://francearchives.gouv.fr/circulaire/AD_066_39,AD_066_39,,,,caduc,,,https://francearchives.gouv.fr/file/433fd9db5e093bc9f82cdaad0f9bfef0ba0d8083/AD_066_39.pdf,,,Note,AD 066-39,06/01/1982,Commune (département),,,,,Circulaire de tri,,collectivité locale,publication officielle,,,,
Sauvegarde des archives des établissements d'enseignement agricole,https://francearchives.gouv.fr/circulaire/AD_3219_1338,AD_3219_1338,Note de service du ministère de l'agriculture,DGER/SDTEPP N8 1 n° 2092.,,en vigueur,,,https://francearchives.gouv.fr/file/9e361df4fc5b286ec21f7b37e38277096b27473a/static_995.pdf,,11/12/1981,Note,AD 3219/1338,12/02/1982,"Établissement d'enseignement agricole Nom (commune, département)",,,,,Circulaire de tri,,agriculture; enseignement,,,,,
Diffusion des Observations préliminaires au règlement des archives des chambres de commerce et d'industrie,https://francearchives.gouv.fr/circulaire/AD_5935_2847,AD_5935_2847,,,,caduc,,,https://francearchives.gouv.fr/file/e5204097f7a79490c172641c74d73248126c672f/AD_5935_2847.pdf,,,Note,AD 5935/2847,25/03/1982,Chambre de commerce et d'industrie (département),CCI,26/12/2005,,,Circulaire de tri,,économie,,,,DPACI_RES_2005_017,
Archives des Assises régionales : Recherche et technologie,https://francearchives.gouv.fr/circulaire/AD_6039_2869,AD_6039_2869,Circulaire du président du comité d'organisation des Assises régionales : Recherche et technologie,sans référence,,caduc,,,https://francearchives.gouv.fr/file/fdaa1deef13a99ed6bfe4cbba44dee6e75205e78/AD_6039_2869.pdf,,27/01/1982,Note,AD 6039/2869,26/03/1982,,,,,,Circulaire de tri,,recherche scientifique; enseignement,,,,,
Fichier des entreprises de l'Institut national de la statistique et des études économiques (INSEE),https://francearchives.gouv.fr/circulaire/AD_9131_4157,AD_9131_4157,,,,caduc,,,https://francearchives.gouv.fr/file/2ebb88b1aba828613124aad8f4b69b9c24edf82b/AD_9131_4157.pdf,,,Note,AD 9131/4157,29/04/1982,Institut national de la statistique et des études économiques (France). Direction régionale (chef-lieu de région),INSEE,,,,Circulaire de tri,,économie; collectivité locale,,,,,
Versement des archives des examens de l'enseignement agricole,https://francearchives.gouv.fr/circulaire/AD_82_1,AD_82_1,Note de service du ministère de l'agriculture,DGER/SDET-82-2040,,en vigueur,,,https://francearchives.gouv.fr/file/e3ccab09b129934d7a6d54180480538461083fa9/static_993.pdf,,04/05/1982,Circulaire,AD 82-1,30/06/1982,"Établissement d'enseignement agricole Nom (commune, département)",,,,,Circulaire de tri,,agriculture; enseignement,copie d'examen,,,,
Organisation de l'archivage des nouvelles structures culturelles locales,https://francearchives.gouv.fr/circulaire/AD_82_2,AD_82_2,,,,en vigueur,,,https://francearchives.gouv.fr/file/52260682d54661690d765c5dd87d9ff8b31f4fbf/AD82_2.pdf,,,Circulaire,AD 82-2,30/06/1982,"Commune (département)
Département. Conseil général
Région. Conseil régional
Établissement public intercommunal Dénomination (commune, département)",,,,,Circulaire de tri,,collectivité locale; culture,,,,,
Budget et comptabilité des services des postes : mise à jour du plan de classement,https://francearchives.gouv.fr/circulaire/PTT_1982_11_12,PTT_1982_11_12,Circulaire du ministre des PTT (direction du budget et de la comptabilité),sans référence,,en vigueur,,,,,12/11/1982,,,12/11/1982,La Poste,,,,,Circulaire de tri,,poste; finances publiques; communications,pièce comptable,gestion comptable,,,
Archives relatives aux affaires militaires,https://francearchives.gouv.fr/circulaire/AD_25434_10925,AD_25434_10925,,,,caduc,,,https://francearchives.gouv.fr/file/86b87d028dd9c6d2f6e2bb8845729f3c8467bf8a/static_796.pdf,,,Note,AD 25434/10925,26/11/1982,Administration départementale,,,,,Circulaire de tri,,gendarmerie; armée,dossier individuel,,,,
Archives de l'éducation surveillée,https://francearchives.gouv.fr/circulaire/ES_82_165,ES_82_165,Circulaire de la direction de l'éducation surveillée,ES 82-165,,caduc,,,,,16/12/1982,,,16/12/1982,"France. Institution publique d'éducation surveillée (commune, département",,19/11/1987,,,Circulaire de tri,,justice,,,,AD_87_7,
Archivage des dossiers et des copies des concours administratifs,https://francearchives.gouv.fr/circulaire/AD_82_4,AD_82_4,Circulaire Interministérielle,,,en vigueur,,,https://francearchives.gouv.fr/file/e133a7ad14d6f67509b1d2143606a72bc50d4a98/static_994.pdf,,,Circulaire,AD 82-4,21/12/1982,,,22/02/2005,,,Circulaire de tri,,administration,copie d'examen,recrutement,,DPACI_RES_2005_003,
Instruction sur le traitement des archives communales postérieures au 31 décembre 1982,https://francearchives.gouv.fr/circulaire/AD_83_1,AD_83_1,,,,abrogée,,,https://francearchives.gouv.fr/file/1e9c1f2f64e94ae16680357a59abc208036481f3/static_989.pdf,,,Circulaire,AD 83-1,08/03/1983,Commune (département),,11/08/1993,,,Circulaire de tri,,collectivité locale,,,,AD_93_1,
